stop_date,stop_time,lat,lng,driver_age,driver_race,driver_gender,is_arrested,citation_issued,warning_issued,stop_outcome,persom_searched,search_vehicle,search_conducted,search_basis,violation
27/07/16,17:58:00,41.7462909,-72.7000514,25,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Stop Sign
27/07/16,18:00:00,41.7318864,-72.6885003,58,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7318864,-72.6885003,47,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7746014,-72.6707812,26,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7746014,-72.6707812,25,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7746014,-72.6707812,31,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7746014,-72.6707812,33,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7746014,-72.6707812,35,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7746014,-72.6707812,36,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7819,-72.6646385,26,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7819,-72.6646385,25,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7819,-72.6646385,31,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7819,-72.6646385,33,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7819,-72.6646385,35,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:09:00,41.7819,-72.6646385,36,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:14:00,41.7318864,-72.6885003,26,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,18:59:00,41.7318864,-72.6885003,39,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,20:41:00,41.7849799,-72.677957,30,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
27/07/16,20:41:00,41.7849799,-72.677957,30,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
27/07/16,20:57:00,41.779135,-72.6797665,41,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
27/07/16,20:57:00,41.779135,-72.6797665,41,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
27/07/16,21:15:00,41.7864684,-72.6847165,28,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
27/07/16,21:44:00,41.7763206,-72.6771554,32,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
27/07/16,21:53:00,41.7834561,-72.6994207,51,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
27/07/16,21:53:00,41.7756791,-72.6783391,51,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
27/07/16,22:00:00,41.7314803,-72.6697595,18,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
27/07/16,22:52:00,41.791932,-72.6776411,26,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
27/07/16,22:52:00,41.791932,-72.6776411,26,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
27/07/16,22:54:00,41.7860286,-72.6828028,26,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
27/07/16,22:54:00,41.7860286,-72.6828028,26,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
27/07/16,23:06:00,41.7906637,-72.6787176,42,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
28/07/16,0:13:00,41.7495559,-72.7022667,29,Hispanic,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Defective Lights
28/07/16,0:16:00,41.7849799,-72.677957,36,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
28/07/16,0:16:00,41.7849799,-72.677957,36,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
28/07/16,9:00:00,41.7681311,-72.6990939,41,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Moving Violation
28/07/16,14:15:00,41.7562791,-72.6914601,20,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Administrative Offense
28/07/16,15:29:00,41.7376667,-72.6712337,51,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Seatbelt
28/07/16,15:42:00,41.7878086,-72.6899559,26,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
28/07/16,20:15:00,41.7580483,-72.6870919,46,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Display of Plates
28/07/16,21:15:00,41.7561314,-72.6939601,25,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Administrative Offense
28/07/16,21:40:00,41.7921469,-72.6835315,23,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Defective Lights
29/07/16,17:03:00,41.7708448,-72.6791261,45,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
29/07/16,17:41:00,41.753506,-72.7020988,24,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
29/07/16,18:49:00,41.785924,-72.6526379,36,White,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Stop Sign
29/07/16,18:49:00,41.7484606,-72.6746464,26,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
29/07/16,19:08:00,41.7510681,-72.673622,41,Hispanic,M,TRUE,FALSE,FALSE,arrest,FALSE,FALSE,FALSE,NA,Traffic Control Signal
29/07/16,23:07:00,41.7853517,-72.679136,19,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
29/07/16,23:09:00,41.7853517,-72.679136,19,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
29/07/16,23:18:00,41.7878767,-72.6782618,27,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
29/07/16,23:51:00,41.7857074,-72.6807502,30,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
30/07/16,0:11:00,41.7835537,-72.6860492,63,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
30/07/16,0:15:00,41.7935675,-72.665717,51,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
30/07/16,0:43:00,41.769818,-72.6781958,21,White,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
30/07/16,1:30:00,41.7694746,-72.6810995,34,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
30/07/16,9:46:00,41.7889336,-72.6622053,38,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
30/07/16,9:46:00,41.7909368,-72.6632845,38,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
30/07/16,9:48:00,41.754188,-72.7038998,27,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
30/07/16,10:10:00,41.7386669,-72.667548,58,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
30/07/16,19:48:00,41.7782373,-72.6866384,36,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Seatbelt
30/07/16,20:02:00,41.7772992,-72.68369,33,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Defective Lights
30/07/16,20:17:00,41.778523,-72.6777844,19,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
30/07/16,20:55:00,41.7870262,-72.6769557,30,Hispanic,M,FALSE,FALSE,FALSE,NA,TRUE,NA,TRUE,NA,Stop Sign
30/07/16,21:02:00,41.7853025,-72.679567,40,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Unlicensed Operation
30/07/16,21:37:00,41.7879688,-72.6788024,35,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
30/07/16,23:02:00,41.7921976,-72.6684857,21,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Defective Lights
30/07/16,23:34:00,41.7984609,-72.6757577,26,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Traffic Control Signal
31/07/16,0:20:00,41.7890664,-72.6719006,17,White,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Defective Lights
31/07/16,1:20:00,41.7956131,-72.6634126,22,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Defective Lights
31/07/16,20:25:00,41.7977441,-72.6726058,53,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
31/07/16,22:10:00,41.7369422,-72.6969499,42,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
31/07/16,22:10:00,41.7369422,-72.6969499,42,Hispanic,M,FALSE,TRUE,FALSE,citation,TRUE,FALSE,TRUE,probable cause,Stop Sign
01/08/16,8:25:00,41.7762698,-72.680584,36,White,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
01/08/16,11:00:00,41.7797066,-72.6898925,19,Black,M,TRUE,FALSE,FALSE,arrest,FALSE,FALSE,FALSE,NA,Window Tint
01/08/16,11:00:00,41.781094,-72.6844752,46,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Other
01/08/16,12:30:00,41.7561314,-72.6939601,45,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
02/08/16,11:43:00,41.7870722,-72.6899262,40,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
02/08/16,11:57:00,41.7870722,-72.6899262,29,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
02/08/16,12:12:00,41.7870722,-72.6899262,35,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
03/08/16,7:50:00,41.7383034,-72.6593167,37,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,7:55:00,41.7383034,-72.6593167,42,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,7:58:00,41.7383034,-72.6593167,48,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,7:59:00,41.7383034,-72.6593167,22,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,8:00:00,41.7383034,-72.6593167,34,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,8:07:00,41.7383034,-72.6593167,21,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,8:07:00,41.7383034,-72.6593167,25,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,8:11:00,41.7383034,-72.6593167,25,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,8:15:00,41.7383034,-72.6593167,36,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,8:25:00,41.7383034,-72.6593167,30,Asian,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,8:35:00,41.7383034,-72.6593167,40,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,8:52:00,41.7383034,-72.6593167,21,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,8:53:00,41.7383034,-72.6593167,52,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,9:08:00,41.7383034,-72.6593167,37,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,9:16:00,41.7383034,-72.6593167,23,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,9:32:00,41.7383034,-72.6593167,18,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,9:35:00,41.7383034,-72.6593167,30,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
03/08/16,10:55:00,41.7941427,-72.6798953,26,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Administrative Offense
03/08/16,11:40:00,41.7391411,-72.6600241,23,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Registration
03/08/16,12:15:00,41.7518842,-72.6998291,47,Hispanic,M,TRUE,FALSE,FALSE,arrest,FALSE,FALSE,FALSE,NA,Display of Plates
03/08/16,16:24:00,41.752955,-72.6743839,21,Hispanic,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Moving Violation
03/08/16,23:43:00,41.7581038,-72.6892919,37,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
04/08/16,0:04:00,41.7579209,-72.6823472,23,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Moving Violation
04/08/16,13:01:00,41.7865391,-72.6842914,20,White,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,STC Violation
04/08/16,14:43:00,41.7554045,-72.6791031,20,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Registration
04/08/16,21:03:00,41.7758558,-72.6958626,21,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Display of Plates
04/08/16,21:03:00,41.7769153,-72.6824592,22,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Speed Related
04/08/16,21:35:00,41.7704265,-72.6990477,52,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Other
04/08/16,21:55:00,41.7598952,-72.7067373,32,Hispanic,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Defective Lights
04/08/16,22:48:00,41.7877839,-72.6735758,31,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Speed Related
05/08/16,20:00:00,41.7849799,-72.677957,39,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
06/08/16,20:55:00,41.7576019,-72.6798017,19,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Moving Violation
06/08/16,21:22:00,41.7656141,-72.6695564,42,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
07/08/16,6:46:00,41.7696179,-72.6947987,24,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Display of Plates
07/08/16,17:30:00,41.7859595,-72.6832291,35,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
07/08/16,18:36:00,41.7698459,-72.698101,27,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Display of Plates
07/08/16,21:35:00,41.780306,-72.6847387,49,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
07/08/16,21:45:00,41.781177,-72.6847533,50,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Defective Lights
07/08/16,22:00:00,41.7908385,-72.6794482,24,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
08/08/16,7:20:00,41.7916781,-72.683093,24,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Window Tint
08/08/16,8:11:00,41.7383034,-72.6593167,41,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
08/08/16,8:14:00,41.7383034,-72.6593167,25,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
08/08/16,8:20:00,41.7383034,-72.6593167,55,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
08/08/16,8:20:00,41.7383034,-72.6593167,36,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
08/08/16,8:34:00,41.7383034,-72.6593167,45,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
08/08/16,8:35:00,41.7383034,-72.6593167,42,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
08/08/16,8:56:00,41.7383034,-72.6593167,34,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
08/08/16,9:13:00,41.7383034,-72.6593167,43,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
